region,street,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,nettPrice
RCR,JALAN MAT JAMBOL,325,01-05,1,1218,3,4050000,Condominium,05,Strata,Freehold,
RCR,JALAN MAT JAMBOL,329,01-05,2,0218,3,4200000,Condominium,05,Strata,Freehold,
RCR,JALAN MAT JAMBOL,288,01-05,1,1217,3,3650000,Condominium,05,Strata,Freehold,
RCR,JALAN MAT JAMBOL,334,01-05,1,0820,3,4150000,Condominium,05,Strata,Freehold,
RCR,ALEXANDRA VIEW,44,01-05,1,0518,2,892000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,31-35,1,0917,1,2007000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0417,1,1425500,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,36-40,1,0517,1,1038000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,36-40,1,1017,1,1738000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,26-30,1,1120,3,1710000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,16-20,1,1020,3,1263000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,16-20,1,0121,3,1280000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,16-20,1,1120,3,1800000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,36-40,1,1017,1,1874000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,16-20,1,0317,1,1581000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,36-40,1,0617,1,2100000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0416,1,1482400,Apartment,03,Strata,99 yrs lease commencing from 2013,1452752
RCR,ALEXANDRA VIEW,97,31-35,1,0917,1,2010000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,21-25,1,0916,1,1230758,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,26-30,1,0716,1,1665167,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0916,1,1430423,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,26-30,1,0317,1,1652000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,16-20,1,1116,1,1547519,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,21-25,1,0517,1,1610000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0717,1,1443000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,36-40,1,0617,1,1950000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,36-40,1,1117,1,1813000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,21-25,1,0617,1,1618000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,31-35,1,0717,1,1332000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,26-30,1,0617,1,1693000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,26-30,1,0317,1,952000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,1216,1,967946,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,0516,1,972910,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,26-30,1,0617,1,1615000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,36-40,1,1017,1,1820000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,31-35,1,0617,1,1295000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,31-35,1,0916,1,1763750,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,1017,1,1765000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,31-35,1,0616,1,2034050,Apartment,03,Strata,99 yrs lease commencing from 2013,1993369
RCR,ALEXANDRA VIEW,61,31-35,1,0717,1,1313000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,26-30,1,0217,1,1400000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,26-30,1,0516,1,1378600,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,36-40,1,0917,1,1929000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,0516,1,1788000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,26-30,1,0617,1,1410900,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,31-35,1,0817,1,1661200,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,36-40,1,1017,1,2005000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,16-20,1,0317,1,1515000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,26-30,1,0617,1,1718000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,26-30,1,0717,1,1738000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,0717,1,977000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,31-35,1,0917,1,1920000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,31-35,1,0717,1,1323000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,36-40,1,0917,1,2036000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,36-40,1,0917,1,1367000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,26-30,1,0417,1,1280000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,36-40,1,0917,1,1403000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,16-20,1,0317,1,1571000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,36-40,1,0817,1,1000000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,26-30,1,0417,1,1905000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,31-35,1,0817,1,1722000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,0717,1,969000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,1116,1,1793449,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,21-25,1,0617,1,1545000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,31-35,1,1017,1,1740000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,36-40,1,0717,1,991000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,21-25,1,0617,1,1595000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0716,1,1449420,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,21-25,1,0317,1,1545000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,26-30,1,0617,1,1640000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,01-05,1,0118,2,845000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,36-40,1,0517,1,1458000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,21-25,1,0417,1,1585333,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,21-25,1,0317,1,1535500,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,31-35,1,1017,1,1780000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,26-30,1,0816,1,1369963,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,36-40,1,0917,1,1345000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,26-30,1,0417,1,1808000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,36-40,1,0717,1,984000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,26-30,1,0817,1,1293460,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,36-40,1,0717,1,1754390,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,36-40,1,1017,1,1728000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0817,1,1450000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,36-40,1,0817,1,1470000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,26-30,1,0217,1,1375000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,1017,1,1781000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,36-40,1,1017,1,1838000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,36-40,1,0317,1,1860000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,0917,1,1768000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,36-40,1,0917,1,1480000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,21-25,1,0617,1,1633000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,26-30,1,0617,1,1398000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,31-35,1,0917,1,1740000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,26-30,1,0817,1,1900000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,0716,1,993650,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,36-40,1,0917,1,1341000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,31-35,1,0117,1,1713481,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,36-40,1,0817,1,1550000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,31-35,1,0717,1,2050000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,16-20,1,0217,1,1821848,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,26-30,1,0317,1,1689500,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,31-35,1,0916,1,2035690,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0617,1,1442000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,36-40,1,0917,1,1353000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,26-30,1,0417,1,944000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,31-35,1,0817,1,1917000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,31-35,1,0717,1,1320000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,26-30,1,0816,1,1377000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,31-35,1,1017,1,1740000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,26-30,1,0417,1,1573000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,21-25,1,0317,1,1519867,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,26-30,1,0317,1,1238000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,26-30,1,0517,1,1750000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,26-30,1,0717,1,1700000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,31-35,1,0617,1,1298000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,26-30,1,0417,1,1780000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,36-40,1,0917,1,1478000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,26-30,1,0617,1,1650000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,36-40,1,0717,1,2025000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,26-30,1,0617,1,1284800,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,01-05,1,0417,2,1400000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,26-30,1,0717,1,1980000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,36-40,1,0917,1,2080000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,26-30,1,0417,1,1238000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,36-40,1,1017,1,1818000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,21-25,1,0217,1,1835000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,21-25,1,0116,1,1643000,Apartment,03,Strata,99 yrs lease commencing from 2013,1618570
RCR,ALEXANDRA VIEW,82,36-40,1,1017,1,1780000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,16-20,1,0816,1,1581867,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,31-35,1,0717,1,1314000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,31-35,1,0917,1,1948000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,36-40,1,0917,1,1335800,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,0717,1,1760000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,36-40,1,0517,1,1450000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,36-40,1,0917,1,1530000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,0617,1,938000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,26-30,1,0417,1,1710000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,21-25,1,0716,1,1627000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0617,1,1408000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,01-05,1,1217,2,1650000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,21-25,1,0319,3,1860000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,26-30,1,0817,1,1960000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,31-35,1,0817,1,1326600,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,21-25,1,0517,1,1572000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,21-25,1,0316,1,1800000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,26-30,1,0417,1,1239800,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,0417,1,994000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,0817,1,985000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,36-40,1,1017,1,1838000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,26-30,1,0417,1,1689000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,26-30,1,0317,1,1867000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,0917,1,1723000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,36-40,1,0817,1,1469000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,26-30,1,0317,1,1909000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,36-40,1,0917,1,1380000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,0817,1,968000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,0817,1,1788000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,26-30,1,0417,1,1277000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,36-40,1,0517,1,1410000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,36-40,1,0717,1,1008729,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,47,21-25,1,0718,2,1022000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,31-35,1,1016,1,1365100,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,21-25,1,0816,1,1351500,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,36-40,1,0417,1,2200000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,1017,1,1761800,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,31-35,1,0917,1,1342000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,21-25,1,0317,1,1860072,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,21-25,1,0720,3,1880000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,36-40,1,0817,1,1018000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,36-40,1,1017,1,1800000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,31-35,1,1117,1,1980000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,06-10,1,0620,3,1520000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,11-15,1,0620,3,1265000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,36-40,1,0717,1,1025000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0417,1,1440000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,26-30,1,0919,3,1880000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,26-30,1,0817,1,1738000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,21-25,1,0916,1,1258000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,11-15,1,0720,3,1580000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,26-30,1,0417,1,1250000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,61,11-15,1,0518,2,1250000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,63,31-35,1,0417,1,1440000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,11-15,1,0320,3,1880000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,31-35,1,0417,1,975000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,95,21-25,1,0317,1,1791704,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,36-40,1,0517,1,2060000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,26-30,1,0317,1,1611223,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,31-35,1,1017,1,1780000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,21-25,1,1019,3,1900000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,36-40,1,0417,1,1045500,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,11-15,1,0218,2,1750000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,44,16-20,1,0618,2,930000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,26-30,1,0417,1,1587600,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,31-35,1,1017,1,1750000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,86,26-30,1,0916,1,1714452,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,82,31-35,1,0917,1,1739000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,97,31-35,1,0917,1,1997810,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,01-05,1,0419,3,1670000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,ALEXANDRA VIEW,84,36-40,1,1017,1,1838000,Apartment,03,Strata,99 yrs lease commencing from 2013,
RCR,PASIR PANJANG HILL,170,01-05,1,0216,3,1880000,Condominium,05,Strata,Freehold,
RCR,PASIR PANJANG HILL,171,01-05,1,0816,3,2030000,Condominium,05,Strata,Freehold,
RCR,PASIR PANJANG HILL,117,01-05,1,0618,3,1713000,Condominium,05,Strata,Freehold,
RCR,PASIR PANJANG HILL,121,01-05,1,0419,3,1740000,Condominium,05,Strata,Freehold,
RCR,PASIR PANJANG HILL,131,01-05,1,1117,3,1600000,Condominium,05,Strata,Freehold,
RCR,PASIR PANJANG HILL,174,01-05,1,0817,3,1850000,Condominium,05,Strata,Freehold,
RCR,DOVER RISE,116,11-15,1,0319,3,1475000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,0719,3,1380000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,0820,3,950000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,1120,3,950000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,11-15,1,0820,3,1055000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,1020,3,1088000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,123,01-05,1,1020,3,1090000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,1020,3,1000000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,06-10,1,1220,3,1050000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,1020,3,1420000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,0121,3,1031800,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,152,01-05,1,0820,3,1630000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,151,01-05,1,1120,3,1600000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,1120,3,1029000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,1120,3,925000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,0620,3,1058000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,0320,3,1280000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,01-05,1,1216,3,1241000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,0317,3,968000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,06-10,1,1016,3,970000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,0316,3,1288000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,90,01-05,1,0516,3,1010000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,0316,3,980000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,11-15,1,0617,3,1000000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,87,01-05,1,0616,3,975000,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,153,01-05,1,0216,3,1399900,Condominium,05,Strata,99 yrs lease commencing from 1993,
RCR,DOVER RISE,116,06-10,1,0516,3,1380000,Condominium,05,Strata,99 yrs lease commencing from 1993,
