region,street,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,nettPrice
OCR,JALAN LEMPENG,116,06-10,1,0416,3,970000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,116,06-10,1,0617,3,976000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,81,01-05,1,1216,3,710000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,116,11-15,1,1116,3,968000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,116,01-05,1,0817,3,970000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,116,11-15,1,0217,3,980000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,116,06-10,1,0617,3,1000000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,176,06-10,1,0417,3,1335000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,176,11-15,1,0717,3,1315000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,105,01-05,1,1016,3,778000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,81,01-05,1,0717,3,740000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,176,06-10,1,0417,3,1390000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,176,06-10,1,0316,3,1250000,Condominium,05,Strata,99 yrs lease commencing from 1982,
OCR,JALAN LEMPENG,64,01-05,1,0819,1,1094000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,01-05,1,0819,1,1094000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,01-05,1,0819,1,702000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,01-05,1,0819,1,702000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,11-15,1,0820,1,1212000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,11-15,1,0820,1,1212000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,11-15,1,0820,1,1217000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,11-15,1,0820,1,1217000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,21-25,1,0820,1,2152000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,21-25,1,0820,1,2152000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,21-25,1,0820,1,1206000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,21-25,1,0820,1,1206000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,21-25,1,0820,1,1209000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,21-25,1,0820,1,1209000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,21-25,1,0820,1,1212000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,21-25,1,0820,1,1212000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,16-20,1,0820,1,1200000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,16-20,1,0820,1,1200000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0820,1,1497500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0820,1,1497500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,06-10,1,0819,1,1651000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,06-10,1,0819,1,1651000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,16-20,1,0520,1,1086000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,16-20,1,0520,1,1086000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,84,16-20,1,0819,1,1462000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,84,16-20,1,0819,1,1462000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,84,16-20,1,0819,1,1459000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,84,16-20,1,0819,1,1459000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,16-20,1,0919,1,761000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,16-20,1,0919,1,761000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,06-10,1,0320,1,708000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,06-10,1,0320,1,708000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,11-15,1,0620,1,1151000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,11-15,1,0620,1,1151000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,84,11-15,1,0819,1,1456000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,84,11-15,1,0819,1,1456000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,06-10,1,0720,1,1449000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,06-10,1,0720,1,1449000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,21-25,1,0720,1,1779500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,21-25,1,0720,1,1779500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,21-25,1,0820,1,1781500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,21-25,1,0820,1,1781500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,01-05,1,0720,1,1668000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,01-05,1,0720,1,1668000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,92,16-20,1,0820,1,1572500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,92,16-20,1,0820,1,1572500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,80,06-10,1,0720,1,1391000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,80,06-10,1,0720,1,1391000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,06-10,1,0720,1,1122000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,06-10,1,0720,1,1122000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,06-10,1,0819,1,705000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,06-10,1,0819,1,705000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,16-20,1,0520,1,1082000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,16-20,1,0520,1,1082000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,06-10,1,0819,1,707000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,06-10,1,0819,1,707000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,11-15,1,0919,1,752000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,11-15,1,0919,1,752000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,21-25,1,0320,1,1760000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,21-25,1,0320,1,1760000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,16-20,1,0320,1,1145000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,16-20,1,0320,1,1145000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,11-15,1,0919,1,745000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,11-15,1,0919,1,745000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,247,-,1,0919,1,2798888,Strata Terrace,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,247,-,1,0919,1,2798888,Strata Terrace,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,47,06-10,1,1119,1,818000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,47,06-10,1,1119,1,818000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,06-10,1,0919,1,812000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,06-10,1,0919,1,812000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,11-15,1,1119,1,1522000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,11-15,1,1119,1,1522000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,21-25,1,0520,1,1096000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,21-25,1,0520,1,1096000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,16-20,1,0520,1,1083000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,16-20,1,0520,1,1083000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,06-10,1,0120,1,1387000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,06-10,1,0120,1,1387000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,06-10,1,0120,1,1697000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,06-10,1,0120,1,1697000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,06-10,1,0120,1,2020000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,06-10,1,0120,1,2020000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,155,16-20,1,0720,1,2568000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,155,16-20,1,0720,1,2568000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,06-10,1,0720,1,1156000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,06-10,1,0720,1,1156000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,06-10,1,0720,1,1167000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,06-10,1,0720,1,1167000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,06-10,1,0720,1,1164000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,06-10,1,0720,1,1164000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,01-05,1,0620,1,1150000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,01-05,1,0620,1,1150000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,06-10,1,0720,1,836000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,06-10,1,0720,1,836000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,16-20,1,0720,1,1768000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,16-20,1,0720,1,1768000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,11-15,1,0720,1,1755000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,11-15,1,0720,1,1755000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,16-20,1,0520,1,862000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,16-20,1,0520,1,862000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,11-15,1,0520,1,850000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,11-15,1,0520,1,850000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,152,16-20,1,0720,1,2593000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,152,16-20,1,0720,1,2593000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,01-05,1,0819,1,711000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,42,01-05,1,0819,1,711000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,69,01-05,1,1019,1,1187000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,69,01-05,1,1019,1,1187000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,82,11-15,1,0919,1,1447000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,82,11-15,1,0919,1,1447000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,77,06-10,1,0919,1,1324000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,77,06-10,1,0919,1,1324000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,77,21-25,1,0320,1,1368000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,77,21-25,1,0320,1,1368000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,01-05,1,0520,1,1127000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,01-05,1,0520,1,1127000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,06-10,1,0520,1,1146000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,06-10,1,0520,1,1146000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,06-10,1,0120,1,2020000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,06-10,1,0120,1,2020000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,11-15,1,0120,1,842000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,48,11-15,1,0120,1,842000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,68,16-20,1,0120,1,1209000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,68,16-20,1,0120,1,1209000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,68,11-15,1,1119,1,1193000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,68,11-15,1,1119,1,1193000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,139,01-05,1,0820,1,2427000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,139,01-05,1,0820,1,2427000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,159,16-20,1,0820,1,2731000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,159,16-20,1,0820,1,2731000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,116,06-10,1,0820,1,2059500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,116,06-10,1,0820,1,2059500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,16-20,1,0820,1,1221000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,16-20,1,0820,1,1221000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,11-15,1,0820,1,1214000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,11-15,1,0820,1,1214000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,21-25,1,0820,1,2143500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,21-25,1,0820,1,2143500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,06-10,1,0820,1,2065000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,06-10,1,0820,1,2065000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,82,16-20,1,0820,1,1456000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,82,16-20,1,0820,1,1456000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,21-25,1,0820,1,1517500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,21-25,1,0820,1,1517500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,11-15,1,0820,1,1764500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,11-15,1,0820,1,1764500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,01-05,1,0820,1,1159000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,01-05,1,0820,1,1159000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,06-10,1,0820,1,1698500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,06-10,1,0820,1,1698500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,115,06-10,1,0820,1,2010000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,115,06-10,1,0820,1,2010000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,11-15,1,0820,1,1140000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,11-15,1,0820,1,1140000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,11-15,1,0820,1,1445500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,11-15,1,0820,1,1445500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,16-20,1,0820,1,1454500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,16-20,1,0820,1,1454500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,16-20,1,0820,1,1457500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,16-20,1,0820,1,1457500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,16-20,1,0820,1,1460500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,16-20,1,0820,1,1460500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,01-05,1,0820,1,1737500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,01-05,1,0820,1,1737500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,11-15,1,0820,1,1786500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,11-15,1,0820,1,1786500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,06-10,1,0820,1,2146000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,06-10,1,0820,1,2146000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,16-20,1,0520,1,2126000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,16-20,1,0520,1,2126000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,69,16-20,1,1119,1,1256000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,69,16-20,1,1119,1,1256000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,11-15,1,0720,1,1143000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,64,11-15,1,0720,1,1143000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,11-15,1,0820,1,1792500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,100,11-15,1,0820,1,1792500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,11-15,1,0820,1,1201000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,66,11-15,1,0820,1,1201000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,84,11-15,1,0819,1,1453000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,84,11-15,1,0819,1,1453000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0720,1,1494000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0720,1,1494000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,01-05,1,0720,1,1445000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,01-05,1,0720,1,1445000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,01-05,1,0720,1,1450000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,01-05,1,0720,1,1450000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,06-10,1,0720,1,1456000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,06-10,1,0720,1,1456000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,21-25,1,0720,1,1500000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,21-25,1,0720,1,1500000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,11-15,1,0720,1,1482000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,11-15,1,0720,1,1482000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,01-05,1,0720,1,1443000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,01-05,1,0720,1,1443000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,80,01-05,1,0919,1,1347000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,80,01-05,1,0919,1,1347000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0720,1,1491000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0720,1,1491000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0720,1,1485000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0720,1,1485000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,77,06-10,1,0720,1,1350000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,77,06-10,1,0720,1,1350000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0720,1,1499000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,16-20,1,0720,1,1499000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,11-15,1,0720,1,1751000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,11-15,1,0720,1,1751000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,01-05,1,0720,1,1723000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,01-05,1,0720,1,1723000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,06-10,1,0720,1,1749000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,97,06-10,1,0720,1,1749000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,01-05,1,0220,1,1445000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,85,01-05,1,0220,1,1445000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,139,21-25,1,1220,1,2626000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,139,21-25,1,1220,1,2626000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,11-15,1,1220,1,1199500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,67,11-15,1,1220,1,1199500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,11-15,1,1220,1,2130000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,11-15,1,1220,1,2130000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,21-25,1,1220,1,1196500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,83,21-25,1,1220,1,1196500,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,16-20,1,1220,1,2133000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,120,16-20,1,1220,1,2133000,Apartment,05,Strata,99 yrs lease commencing from 2019,
OCR,JALAN LEMPENG,65,11-15,1,1220,1,1172500,Apartment,05,Strata,99 yrs lease commencing from 2019,
