street,refPeriod,psf75,median,psf25,district
LORONG LIMAU,2018Q2,4.42,4.19,3.92,12
LORONG LIMAU,2018Q4,4.31,4.08,3.78,12
LORONG LIMAU,2019Q1,4.53,4.11,3.61,12
LORONG LIMAU,2019Q3,4.42,4.19,3.78,12
LORONG LIMAU,2020Q1,4.53,4.53,4.02,12
LORONG LIMAU,2019Q2,4.31,4.31,3.61,12
LORONG LIMAU,2019Q4,4.53,4.43,3.78,12
LORONG LIMAU,2020Q3,4.53,4.31,3.61,12
LORONG LIMAU,2020Q2,4.31,4.25,3.69,12
LORONG LIMAU,2020Q4,4.42,4.31,3.78,12
BARTLEY ROAD,2018Q4,3.48,3.14,2.99,19
BARTLEY ROAD,2018Q2,3.55,3.27,2.9,19
BARTLEY ROAD,2020Q2,4.02,3.57,3.51,19
BARTLEY ROAD,2020Q3,3.62,3.49,3.32,19
BARTLEY ROAD,2019Q3,3.53,3.33,2.88,19
BARTLEY ROAD,2020Q1,3.75,3.52,3.12,19
BARTLEY ROAD,2019Q2,3.91,3.57,3.02,19
BARTLEY ROAD,2020Q4,3.79,3.44,3.17,19
TELOK BLANGAH ROAD,2018Q1,4.34,3.97,3.59,04
TELOK BLANGAH ROAD,2018Q3,4.58,3.98,3.72,04
TELOK BLANGAH ROAD,2018Q2,4.46,3.98,3.76,04
TELOK BLANGAH ROAD,2018Q4,4.46,4.1,3.72,04
TELOK BLANGAH ROAD,2019Q4,5.5,4.4,3.93,04
TELOK BLANGAH ROAD,2020Q2,4.64,4.25,3.87,04
TELOK BLANGAH ROAD,2019Q1,4.83,4.2,3.86,04
TELOK BLANGAH ROAD,2020Q3,4.1,3.87,3.59,04
TELOK BLANGAH ROAD,2019Q3,4.46,4.22,3.89,04
TELOK BLANGAH ROAD,2020Q1,5.11,4.22,3.72,04
TELOK BLANGAH ROAD,2019Q2,4.71,4.1,3.86,04
TELOK BLANGAH ROAD,2020Q4,4.83,4.1,3.72,04
THOMSON ROAD,2018Q4,2.58,2.48,2.39,11
THOMSON ROAD,2018Q1,2.72,2.5,2.46,11
THOMSON ROAD,2018Q3,2.6,2.5,2.43,11
THOMSON ROAD,2018Q2,2.58,2.49,2.46,11
THOMSON ROAD,2019Q4,2.61,2.55,2.46,11
THOMSON ROAD,2020Q2,2.57,2.5,2.46,11
THOMSON ROAD,2019Q1,2.68,2.53,2.46,11
THOMSON ROAD,2019Q3,2.64,2.46,2.4,11
THOMSON ROAD,2020Q3,2.58,2.48,2.43,11
THOMSON ROAD,2020Q1,2.62,2.53,2.46,11
THOMSON ROAD,2019Q2,2.65,2.49,2.32,11
THOMSON ROAD,2020Q4,2.55,2.46,2.35,11
LORONG 1 TOA PAYOH,2018Q4,3.54,3.17,2.94,12
LORONG 1 TOA PAYOH,2018Q1,3.38,2.97,2.58,12
LORONG 1 TOA PAYOH,2018Q3,3.64,3.24,2.69,12
LORONG 1 TOA PAYOH,2018Q2,3.54,3.1,2.66,12
LORONG 1 TOA PAYOH,2019Q4,3.47,2.83,2.68,12
LORONG 1 TOA PAYOH,2020Q2,3.5,3.24,2.73,12
LORONG 1 TOA PAYOH,2019Q1,3.35,2.8,2.58,12
LORONG 1 TOA PAYOH,2019Q3,3.52,3.11,2.72,12
LORONG 1 TOA PAYOH,2020Q3,3.55,2.8,2.49,12
LORONG 1 TOA PAYOH,2020Q1,3.55,3.18,2.63,12
LORONG 1 TOA PAYOH,2019Q2,3.64,3.38,2.8,12
LORONG 1 TOA PAYOH,2020Q4,3.54,3.24,2.7,12
MARTIN PLACE,2018Q1,5.41,4.9,4.36,09
MARTIN PLACE,2018Q3,5.07,4.73,4.36,09
MARTIN PLACE,2018Q2,5.74,4.98,4.6,09
MARTIN PLACE,2018Q4,4.96,4.73,4.36,09
MARTIN PLACE,2020Q2,5.32,4.81,4.5,09
MARTIN PLACE,2020Q3,4.98,4.73,4.35,09
MARTIN PLACE,2019Q1,5.2,4.69,4.31,09
MARTIN PLACE,2019Q3,5.07,4.87,4.36,09
MARTIN PLACE,2020Q1,5.35,4.95,4.47,09
MARTIN PLACE,2019Q2,5.17,4.79,4.36,09
MARTIN PLACE,2019Q4,5.34,4.73,4.3,09
MARTIN PLACE,2020Q4,5.08,4.54,4.36,09
YISHUN AVENUE 1,2018Q4,2.79,2.48,2.23,27
YISHUN AVENUE 1,2018Q1,2.87,2.38,2.17,27
