region,street,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,project,x,y,nettPrice
RCR,PRINCE CHARLES CRESCENT,90.0,01-05,1,318,3,1952000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,149.0,01-05,1,418,3,3513000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,126.0,11-15,1,718,3,2471000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,115.0,11-15,1,619,3,2416000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,66.0,16-20,1,816,1,1226000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,146.0,01-05,1,618,3,2825000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,92.0,21-25,1,1217,3,1947000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,174.0,01-05,1,119,3,3762095,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,113.0,06-10,1,118,3,2185000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,114.0,06-10,1,518,3,2232000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,117.0,11-15,1,418,3,2555000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,152.0,11-15,1,817,3,2664000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,115.0,01-05,1,217,1,2067000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,115.0,06-10,1,416,1,2120000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,114.0,01-05,1,517,1,1980000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,146.0,01-05,1,318,3,2860000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,152.0,21-25,1,917,3,3026000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,57.0,11-15,1,418,3,1265000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,152.0,11-15,1,1017,3,3159000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,74.0,01-05,1,217,1,1340000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,74.0,01-05,1,716,1,1365000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,141.0,16-20,1,817,1,2489520,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,174.0,01-05,1,1018,3,3860000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,60.0,16-20,1,816,1,1118000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,111.0,16-20,1,418,3,2219000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,95.0,01-05,1,118,3,2065000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,117.0,21-25,1,417,1,2044000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,84.0,01-05,1,617,1,1554880,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,97.0,11-15,1,817,1,1775000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,66.0,11-15,1,120,3,1488000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,71.0,11-15,1,417,1,1280000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,171.0,16-20,1,517,1,3129000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,59.0,16-20,1,1116,1,1090000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,85.0,11-15,1,217,1,1540000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,96.0,01-05,1,419,3,2249000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,82.0,11-15,1,1117,3,1713000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,57.0,01-05,1,1218,3,1280000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,113.0,01-05,1,118,3,2488000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,88.0,01-05,1,318,3,2022000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,121.0,21-25,1,1218,3,2470000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,84.0,01-05,1,518,3,1921000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,74.0,01-05,1,519,3,1745000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,144.0,16-20,1,1117,3,2990790,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,118.0,11-15,1,518,3,2600000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,150.0,21-25,1,518,3,3146000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,141.0,11-15,1,619,3,2659000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,75.0,16-20,1,418,3,1657000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,111.0,01-05,1,717,1,1934000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,123.0,11-15,1,418,3,2443000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,113.0,06-10,1,818,3,2520000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,88.0,01-05,1,1118,3,2158000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,141.0,16-20,1,517,1,2500000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,112.0,06-10,1,718,3,2356200,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,71.0,21-25,1,819,3,1350000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,109.0,01-05,1,617,1,2052750,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,57.0,16-20,1,418,3,1280000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,111.0,06-10,1,319,3,2408000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,154.0,01-05,1,1018,3,3600000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,75.0,16-20,1,419,3,1680000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,84.0,16-20,1,1218,3,1857000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,113.0,01-05,1,118,3,2142000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,86.0,11-15,1,1018,3,1826800,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,66.0,11-15,1,618,3,1448000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,111.0,06-10,1,618,3,2495000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,161.0,21-25,1,617,1,2831000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,118.0,11-15,1,419,3,2318000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,138.0,11-15,1,1016,1,2636000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,74.0,01-05,1,817,1,1385000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,75.0,21-25,1,918,3,1699000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,74.0,06-10,1,419,3,1739500,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,160.0,01-05,1,618,3,3302000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,111.0,16-20,1,418,3,2196000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,110.0,06-10,1,419,3,2010000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,83.0,16-20,1,618,3,1882000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,141.0,16-20,1,219,3,2769000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,114.0,16-20,1,418,3,2259000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,160.0,01-05,1,618,3,3444000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,74.0,16-20,1,816,1,1426000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,81.0,11-15,1,718,3,1834000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,178.0,11-15,1,517,1,2980000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,123.0,06-10,1,719,3,2327000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,85.0,01-05,1,1219,3,1995000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,175.0,01-05,1,720,3,3706350,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,104.0,16-20,1,717,1,1818000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,76.0,06-10,1,718,3,1712000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,150.0,21-25,1,218,3,3148000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,148.0,11-15,1,219,3,2895000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,118.0,11-15,1,418,3,2612000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,141.0,16-20,1,518,3,2966000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,83.0,16-20,1,518,3,1862000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,90.0,01-05,1,1118,3,2156000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,87.0,16-20,1,220,3,1850000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,78.0,11-15,1,718,3,1693000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,80.0,01-05,1,416,1,1473000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,116.0,16-20,1,318,3,2406000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,61.0,06-10,1,1018,3,1378000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,158.0,01-05,1,718,3,3729000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,144.0,16-20,1,618,3,3019000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,143.0,16-20,1,518,3,2994000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,65.0,11-15,1,418,3,1423000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,174.0,01-05,1,218,3,3407000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,160.0,01-05,1,718,3,3737000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,83.0,21-25,1,317,1,1529000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,143.0,16-20,1,318,3,2996000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,91.0,21-25,1,319,3,1983000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,175.0,01-05,1,119,3,3747000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,92.0,21-25,1,516,1,1783000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,111.0,06-10,1,1019,3,2370000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,113.0,01-05,1,1118,3,2114000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,118.0,11-15,1,1017,3,2289000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,128.0,01-05,1,318,3,2799000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,112.0,06-10,1,618,3,2453000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,141.0,11-15,1,718,3,2758000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,120.0,16-20,1,418,3,2349000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,113.0,06-10,1,718,3,2478000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,74.0,01-05,1,1119,3,1610000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,86.0,16-20,1,418,3,1948000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,78.0,06-10,1,818,3,1744380,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,124.0,21-25,1,219,3,2451240,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,59.0,16-20,1,418,3,1335000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,77.0,16-20,1,518,3,1695000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,145.0,16-20,1,618,3,2834000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,113.0,01-05,1,317,1,2063000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,82.0,11-15,1,818,3,1806000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,110.0,06-10,1,319,3,2080000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,74.0,06-10,1,818,3,1660000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,73.0,16-20,1,518,3,1597000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,110.0,21-25,1,917,3,2012800,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,57.0,01-05,1,919,3,1250000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,81.0,11-15,1,618,3,1749000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,116.0,16-20,1,418,3,2313000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,158.0,01-05,1,1119,3,3550000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,149.0,01-05,1,218,3,3393000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,71.0,11-15,1,417,1,1280000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,126.0,11-15,1,919,3,2350000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,72.0,11-15,1,418,3,1570000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,75.0,06-10,1,819,3,1702000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,74.0,01-05,1,219,3,1653000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,160.0,01-05,1,1119,3,3700000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,154.0,21-25,1,418,3,3033000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,148.0,11-15,1,418,3,2893000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,88.0,01-05,1,718,3,2128000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,159.0,16-20,1,616,1,2983120,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,105.0,16-20,1,817,1,1888000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,114.0,16-20,1,1117,3,2356000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,89.0,01-05,1,1219,3,2187000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,110.0,01-05,1,1018,3,2200000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,141.0,11-15,1,1217,3,2932000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,81.0,16-20,1,718,3,1783000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,146.0,01-05,1,818,3,2834000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,139.0,16-20,1,716,1,2618000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
RCR,PRINCE CHARLES CRESCENT,124.0,01-05,1,618,3,2884000,Condominium,3,Strata,99 yrs lease commencing from 2012,THE CREST,1.316614950852056,103.79782831064338,0.0
