street,refPeriod,psf75,median,psf25,district,project,x,y
AMBER GARDENS,2020Q2,3.7,3.41,3.21,15,THE ESTA,-1,-1
AMBER GARDENS,2019Q1,3.35,3.21,3.07,15,THE ESTA,-1,-1
AMBER GARDENS,2020Q3,3.44,3.22,3.12,15,THE ESTA,-1,-1
AMBER GARDENS,2019Q3,3.46,3.26,3.16,15,THE ESTA,-1,-1
AMBER GARDENS,2020Q1,3.61,3.42,3.23,15,THE ESTA,-1,-1
AMBER GARDENS,2019Q2,3.45,3.3,3.14,15,THE ESTA,-1,-1
AMBER GARDENS,2020Q4,3.58,3.29,3.17,15,THE ESTA,-1,-1
JURONG LAKE LINK,2020Q2,4.85,4.42,4.07,22,LAKE GRANDE,-1,-1
JURONG LAKE LINK,2020Q3,4.43,3.91,3.6,22,LAKE GRANDE,-1,-1
JURONG LAKE LINK,2019Q3,4.24,3.88,3.56,22,LAKE GRANDE,-1,-1
JURONG LAKE LINK,2020Q1,4.47,4.14,3.87,22,LAKE GRANDE,-1,-1
JURONG LAKE LINK,2019Q2,4.54,4.07,3.48,22,LAKE GRANDE,-1,-1
JURONG LAKE LINK,2019Q4,4.5,4.22,4.0,22,LAKE GRANDE,-1,-1
JURONG LAKE LINK,2020Q4,4.58,4.11,3.74,22,LAKE GRANDE,-1,-1
JOO CHIAT ROAD,2020Q3,3.23,2.98,2.79,15,PARC SEABREEZE,-1,-1
TANJONG RHU ROAD,2018Q1,3.11,2.98,2.75,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2018Q3,3.27,3.11,2.86,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2018Q2,3.29,3.06,2.84,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2018Q4,3.2,3.06,2.9,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2020Q3,3.28,3.12,2.83,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2020Q2,3.3,3.17,2.96,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2019Q1,3.18,3.05,2.84,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2019Q3,3.26,3.08,2.98,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2020Q1,3.31,3.16,2.93,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2019Q2,3.34,3.17,2.85,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2019Q4,3.37,3.17,2.99,15,PEBBLE BAY,-1,-1
TANJONG RHU ROAD,2020Q4,3.25,3.08,2.83,15,PEBBLE BAY,-1,-1
ANTHONY ROAD,2018Q1,4.72,4.42,4.25,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2018Q3,4.72,4.25,3.94,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2018Q2,4.9,4.29,4.14,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2018Q4,5.01,4.16,3.86,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2020Q2,4.89,4.29,4.06,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2020Q3,4.92,4.09,3.8,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2019Q1,4.61,3.94,3.62,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2019Q3,4.76,4.18,3.97,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2020Q1,4.73,4.54,3.94,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2019Q2,4.68,4.42,4.02,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2019Q4,4.64,4.14,3.93,09,ORCHARD SCOTTS,-1,-1
ANTHONY ROAD,2020Q4,4.82,4.08,3.87,09,ORCHARD SCOTTS,-1,-1
NEWTON ROAD,2018Q3,4.46,4.31,4.11,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2018Q1,4.15,3.83,3.72,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2019Q1,4.37,4.11,3.86,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2018Q2,4.52,4.27,4.02,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2018Q4,4.56,4.11,3.89,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2019Q3,4.37,4.19,3.92,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2020Q1,3.98,3.88,3.76,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2019Q2,4.48,4.35,4.03,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2019Q4,4.45,4.26,3.94,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2020Q3,4.28,4.11,3.9,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2020Q2,4.18,4.02,3.8,11,AMARYLLIS VILLE,-1,-1
NEWTON ROAD,2020Q4,4.18,3.87,3.71,11,AMARYLLIS VILLE,-1,-1
ARDMORE PARK,2018Q3,5.1,4.88,4.52,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2018Q1,5.06,4.88,4.34,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2019Q1,5.06,4.88,4.52,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2018Q2,5.06,4.48,4.21,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2018Q4,5.15,4.99,4.7,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2019Q3,5.24,4.88,4.57,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2020Q1,5.03,4.77,4.33,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2019Q2,5.15,4.79,4.48,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2019Q4,4.91,4.68,4.51,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2020Q3,4.85,4.51,4.16,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2020Q2,4.78,4.33,3.92,10,ARDMORE PARK,-1,-1
ARDMORE PARK,2020Q4,4.7,4.47,4.18,10,ARDMORE PARK,-1,-1
BALMORAL PARK,2019Q3,2.72,2.32,2.16,10,PINETREE CONDOMINIUM,-1,-1
QUEENSWAY,2018Q2,4.03,3.7,3.43,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2018Q4,4.24,3.55,3.25,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2018Q1,3.74,3.48,3.13,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2018Q3,4.65,3.68,3.38,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2019Q4,4.54,3.42,3.37,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2020Q2,3.93,3.72,3.28,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2020Q3,4.43,3.82,3.12,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2019Q1,4.09,3.51,3.18,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2019Q3,3.92,3.5,3.24,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2020Q1,4.03,3.55,3.16,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2019Q2,4.24,3.55,3.25,10,VIZ AT HOLLAND,-1,-1
QUEENSWAY,2020Q4,3.86,3.36,3.08,10,VIZ AT HOLLAND,-1,-1
LOYANG AVENUE,2018Q1,2.06,1.86,1.52,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2018Q3,1.74,1.6,1.51,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2018Q2,1.72,1.63,1.52,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2018Q4,2.21,1.88,1.69,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2020Q2,1.68,1.51,1.44,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2020Q3,1.84,1.59,1.44,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2019Q1,1.8,1.69,1.58,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2019Q3,1.91,1.75,1.55,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2020Q1,1.86,1.68,1.56,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2019Q2,2.06,1.68,1.56,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2019Q4,1.96,1.85,1.69,17,LOYANG VALLEY,-1,-1
LOYANG AVENUE,2020Q4,1.74,1.58,1.39,17,LOYANG VALLEY,-1,-1
EAST COAST ROAD,2018Q1,2.8,2.59,2.38,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2018Q3,2.9,2.64,2.48,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2018Q2,2.64,2.53,2.29,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2020Q2,2.37,2.28,2.2,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2020Q3,2.37,2.3,2.13,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2019Q1,2.64,2.35,2.12,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2019Q3,2.9,2.59,2.57,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2020Q1,2.75,2.51,2.15,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2019Q2,2.86,2.53,2.14,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2019Q4,2.46,2.26,2.1,15,OCEAN PARK,-1,-1
EAST COAST ROAD,2020Q4,2.37,2.25,2.15,15,OCEAN PARK,-1,-1
LORONG 42 GEYLANG,2019Q3,2.76,2.57,2.49,14,ASTON MANSIONS,-1,-1
LORONG 42 GEYLANG,2020Q4,2.74,2.67,2.57,14,ASTON MANSIONS,-1,-1
GRANGE ROAD,2020Q3,3.24,3.02,2.78,10,BEVERLY HILL,-1,-1
SERANGOON AVENUE 3,2018Q1,2.65,2.44,2.29,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2019Q1,2.72,2.44,2.36,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2018Q3,2.81,2.59,2.37,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2018Q2,2.73,2.56,2.3,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2018Q4,2.47,2.4,2.26,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2019Q3,2.64,2.44,2.28,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2020Q1,2.67,2.5,2.38,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2019Q2,2.88,2.72,2.46,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2019Q4,2.6,2.48,2.35,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2020Q3,2.7,2.53,2.41,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2020Q2,2.67,2.48,2.31,19,CHILTERN PARK,-1,-1
SERANGOON AVENUE 3,2020Q4,2.69,2.48,2.24,19,CHILTERN PARK,-1,-1
OXLEY RISE,2019Q3,4.24,4.07,3.77,09,ONE OXLEY RISE,-1,-1
OXLEY RISE,2019Q4,4.17,4.11,3.76,09,ONE OXLEY RISE,-1,-1
CAIRNHILL CIRCLE,2018Q1,4.81,4.42,4.05,09,HELIOS RESIDENCES,-1,-1
CAIRNHILL CIRCLE,2018Q3,4.7,4.31,3.81,09,HELIOS RESIDENCES,-1,-1
CAIRNHILL CIRCLE,2018Q2,4.7,4.29,4.18,09,HELIOS RESIDENCES,-1,-1
CAIRNHILL CIRCLE,2018Q4,4.96,4.53,4.18,09,HELIOS RESIDENCES,-1,-1
CAIRNHILL CIRCLE,2019Q3,5.07,4.59,3.97,09,HELIOS RESIDENCES,-1,-1
CAIRNHILL CIRCLE,2020Q1,4.94,4.39,4.15,09,HELIOS RESIDENCES,-1,-1
CAIRNHILL CIRCLE,2019Q2,4.67,4.38,4.18,09,HELIOS RESIDENCES,-1,-1
CAIRNHILL CIRCLE,2020Q3,4.71,4.32,3.94,09,HELIOS RESIDENCES,-1,-1
CAIRNHILL CIRCLE,2020Q2,4.74,4.26,4.08,09,HELIOS RESIDENCES,-1,-1
CAIRNHILL CIRCLE,2020Q4,4.53,4.21,3.8,09,HELIOS RESIDENCES,-1,-1
CARLISLE ROAD,2020Q1,2.94,2.87,2.79,08,MERA SPRINGS,-1,-1
ROBINSON ROAD,2018Q1,5.99,5.86,5.38,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2018Q3,6.36,6.18,5.81,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2018Q2,6.19,5.96,5.54,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2018Q4,6.06,5.82,5.63,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2019Q4,6.09,5.86,5.64,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2020Q2,6.0,5.47,5.33,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2019Q1,5.93,5.57,5.37,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2019Q3,6.23,5.83,5.63,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2020Q1,6.06,5.86,5.57,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2020Q3,5.65,5.55,5.31,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2019Q2,6.19,5.99,5.73,01,ROBINSON SUITES,-1,-1
ROBINSON ROAD,2020Q4,5.86,5.53,5.16,01,ROBINSON SUITES,-1,-1
MACKENZIE ROAD,2019Q3,4.75,4.53,4.45,09,THE MKZ,-1,-1
MACKENZIE ROAD,2020Q4,4.45,4.16,3.9,09,THE MKZ,-1,-1
HAIG ROAD,2018Q1,2.82,2.68,2.59,15,HAIG COURT,-1,-1
HAIG ROAD,2018Q3,2.75,2.68,2.52,15,HAIG COURT,-1,-1
HAIG ROAD,2018Q2,2.79,2.64,2.59,15,HAIG COURT,-1,-1
HAIG ROAD,2018Q4,2.82,2.72,2.61,15,HAIG COURT,-1,-1
HAIG ROAD,2019Q1,2.81,2.68,2.53,15,HAIG COURT,-1,-1
HAIG ROAD,2020Q1,2.7,2.55,2.51,15,HAIG COURT,-1,-1
HAIG ROAD,2019Q2,2.9,2.78,2.67,15,HAIG COURT,-1,-1
HAIG ROAD,2019Q4,2.77,2.72,2.63,15,HAIG COURT,-1,-1
HAIG ROAD,2020Q2,2.78,2.68,2.54,15,HAIG COURT,-1,-1
HAIG ROAD,2020Q4,2.77,2.62,2.5,15,HAIG COURT,-1,-1
MEYER ROAD,2018Q1,2.72,2.56,2.4,15,THE ATRIA AT MEYER,-1,-1
MEYER ROAD,2018Q3,2.75,2.4,2.34,15,THE ATRIA AT MEYER,-1,-1
MEYER ROAD,2018Q2,2.72,2.53,2.46,15,THE ATRIA AT MEYER,-1,-1
MEYER ROAD,2019Q4,2.76,2.51,2.45,15,THE ATRIA AT MEYER,-1,-1
MEYER ROAD,2020Q2,2.81,2.7,2.6,15,THE ATRIA AT MEYER,-1,-1
MEYER ROAD,2019Q3,2.74,2.53,2.47,15,THE ATRIA AT MEYER,-1,-1
MEYER ROAD,2020Q3,2.68,2.58,2.45,15,THE ATRIA AT MEYER,-1,-1
MEYER ROAD,2019Q2,2.57,2.44,2.36,15,THE ATRIA AT MEYER,-1,-1
MEYER ROAD,2020Q4,2.73,2.64,2.5,15,THE ATRIA AT MEYER,-1,-1
FLORA DRIVE,2018Q4,3.19,2.49,2.32,17,THE INFLORA,-1,-1
FLORA DRIVE,2018Q1,3.35,2.69,2.45,17,THE INFLORA,-1,-1
FLORA DRIVE,2018Q3,3.46,3.24,2.49,17,THE INFLORA,-1,-1
FLORA DRIVE,2018Q2,3.46,2.83,2.69,17,THE INFLORA,-1,-1
FLORA DRIVE,2019Q4,3.27,2.63,2.41,17,THE INFLORA,-1,-1
FLORA DRIVE,2020Q2,3.46,3.24,2.69,17,THE INFLORA,-1,-1
FLORA DRIVE,2019Q1,3.35,2.69,2.38,17,THE INFLORA,-1,-1
FLORA DRIVE,2019Q3,3.47,3.24,2.45,17,THE INFLORA,-1,-1
FLORA DRIVE,2020Q3,3.65,2.76,2.46,17,THE INFLORA,-1,-1
FLORA DRIVE,2020Q1,3.54,2.85,2.43,17,THE INFLORA,-1,-1
FLORA DRIVE,2019Q2,3.46,3.03,2.69,17,THE INFLORA,-1,-1
FLORA DRIVE,2020Q4,3.15,2.59,2.39,17,THE INFLORA,-1,-1
HILLVIEW AVENUE,2018Q4,2.92,2.87,2.79,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2018Q1,2.78,2.74,2.68,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2018Q3,2.9,2.82,2.78,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2018Q2,2.82,2.78,2.71,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2019Q4,2.95,2.84,2.78,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2020Q2,2.91,2.85,2.78,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2019Q1,2.87,2.8,2.76,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2019Q3,2.9,2.82,2.77,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2020Q3,2.92,2.82,2.78,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2020Q1,2.88,2.87,2.81,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2019Q2,2.87,2.79,2.71,23,THE LANAI,-1,-1
HILLVIEW AVENUE,2020Q4,2.97,2.86,2.78,23,THE LANAI,-1,-1
LORONG 40 GEYLANG,2018Q4,2.99,2.9,2.78,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2018Q1,3.65,2.97,2.82,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2018Q3,3.04,2.88,2.71,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2018Q2,3.26,2.97,2.77,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2019Q4,3.08,2.79,2.66,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2020Q2,2.92,2.8,2.65,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2019Q1,3.48,3.07,2.8,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2019Q3,3.05,2.91,2.78,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2020Q3,2.98,2.83,2.65,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2020Q1,3.46,2.92,2.74,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2019Q2,3.16,2.97,2.82,14,THE WATERINA,-1,-1
LORONG 40 GEYLANG,2020Q4,2.98,2.74,2.62,14,THE WATERINA,-1,-1
KIM SENG ROAD,2018Q4,5.23,3.87,3.57,09,TRIBECA,-1,-1
KIM SENG ROAD,2018Q1,4.6,3.98,3.61,09,TRIBECA,-1,-1
KIM SENG ROAD,2018Q3,5.03,4.26,3.7,09,TRIBECA,-1,-1
KIM SENG ROAD,2018Q2,5.42,4.84,3.67,09,TRIBECA,-1,-1
KIM SENG ROAD,2019Q4,4.55,3.92,3.33,09,TRIBECA,-1,-1
KIM SENG ROAD,2020Q2,5.3,4.92,4.77,09,TRIBECA,-1,-1
KIM SENG ROAD,2019Q1,5.0,4.73,3.92,09,TRIBECA,-1,-1
KIM SENG ROAD,2019Q3,4.93,3.95,3.46,09,TRIBECA,-1,-1
KIM SENG ROAD,2020Q3,4.84,4.5,3.83,09,TRIBECA,-1,-1
KIM SENG ROAD,2020Q1,4.98,4.03,3.51,09,TRIBECA,-1,-1
KIM SENG ROAD,2019Q2,5.03,3.77,3.4,09,TRIBECA,-1,-1
KIM SENG ROAD,2020Q4,4.91,4.56,3.32,09,TRIBECA,-1,-1
TELOK KURAU ROAD,2018Q2,4.17,4.08,3.87,15,VIBES @ EAST COAST,-1,-1
TELOK KURAU ROAD,2018Q4,4.39,3.91,3.67,15,VIBES @ EAST COAST,-1,-1
TELOK KURAU ROAD,2018Q1,4.25,4.15,3.67,15,VIBES @ EAST COAST,-1,-1
TELOK KURAU ROAD,2018Q3,4.26,3.81,3.34,15,VIBES @ EAST COAST,-1,-1
TELOK KURAU ROAD,2019Q4,4.39,3.91,3.36,15,VIBES @ EAST COAST,-1,-1
TELOK KURAU ROAD,2020Q2,4.29,4.16,3.81,15,VIBES @ EAST COAST,-1,-1
TELOK KURAU ROAD,2020Q3,4.77,4.13,3.81,15,VIBES @ EAST COAST,-1,-1
TELOK KURAU ROAD,2019Q1,4.33,4.16,3.74,15,VIBES @ EAST COAST,-1,-1
TELOK KURAU ROAD,2019Q3,4.23,3.98,3.43,15,VIBES @ EAST COAST,-1,-1
TELOK KURAU ROAD,2019Q2,4.16,4.05,3.93,15,VIBES @ EAST COAST,-1,-1
LORONG K TELOK KURAU,2019Q3,3.87,3.59,3.4,15,LA VIDA @ 130,-1,-1
LORONG K TELOK KURAU,2020Q4,3.91,3.74,3.68,15,LA VIDA @ 130,-1,-1
HAVELOCK ROAD,2018Q1,4.16,3.82,3.6,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2018Q3,3.94,3.74,3.51,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2018Q2,4.25,3.91,3.64,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2018Q4,4.27,3.88,3.53,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2020Q2,4.06,3.82,3.6,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2019Q1,4.1,3.88,3.61,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2019Q3,4.1,3.82,3.59,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2020Q1,4.08,3.89,3.55,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2020Q3,3.82,3.6,3.32,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2019Q2,4.14,3.88,3.67,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2019Q4,4.03,3.84,3.4,03,RIVER PLACE,-1,-1
HAVELOCK ROAD,2020Q4,3.87,3.61,3.39,03,RIVER PLACE,-1,-1
LORONG 40 GEYLANG,2018Q4,2.73,2.61,2.47,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2018Q1,2.72,2.58,2.43,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2018Q3,2.71,2.64,2.51,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2018Q2,2.74,2.64,2.53,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2019Q4,2.8,2.59,2.42,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2020Q2,2.74,2.51,2.44,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2019Q1,2.7,2.6,2.45,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2019Q3,2.71,2.53,2.43,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2020Q1,2.73,2.57,2.42,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2020Q3,2.68,2.49,2.36,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2019Q2,2.74,2.58,2.5,14,THE SUNNY SPRING,-1,-1
LORONG 40 GEYLANG,2020Q4,2.72,2.62,2.45,14,THE SUNNY SPRING,-1,-1
DUNMAN ROAD,2018Q1,4.27,3.44,3.31,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2018Q3,3.82,3.52,3.34,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2018Q2,3.82,3.61,3.44,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2018Q4,3.64,3.42,3.28,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2020Q2,4.03,3.44,3.24,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2019Q1,3.61,3.52,3.32,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2019Q3,3.75,3.45,3.3,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2020Q1,3.68,3.5,3.34,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2020Q3,4.17,3.45,3.31,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2019Q2,3.91,3.58,3.44,15,QUESTA @ DUNMAN,-1,-1
DUNMAN ROAD,2020Q4,3.48,3.44,3.18,15,QUESTA @ DUNMAN,-1,-1
WEST COAST RISE,2018Q1,2.78,2.59,2.5,05,MONTEREY PARK CONDOMINIUM,-1,-1
WEST COAST RISE,2018Q3,2.76,2.63,2.53,05,MONTEREY PARK CONDOMINIUM,-1,-1
WEST COAST RISE,2018Q2,3.03,2.9,2.77,05,MONTEREY PARK CONDOMINIUM,-1,-1
WEST COAST RISE,2020Q3,2.57,2.46,2.35,05,MONTEREY PARK CONDOMINIUM,-1,-1
WEST COAST RISE,2019Q3,2.95,2.71,2.53,05,MONTEREY PARK CONDOMINIUM,-1,-1
WEST COAST RISE,2019Q2,2.96,2.7,2.54,05,MONTEREY PARK CONDOMINIUM,-1,-1
WEST COAST RISE,2019Q4,2.64,2.53,2.35,05,MONTEREY PARK CONDOMINIUM,-1,-1
SHANGHAI ROAD,2018Q1,5.96,5.74,5.46,10,RV EDGE,-1,-1
SHANGHAI ROAD,2018Q3,5.71,5.24,4.86,10,RV EDGE,-1,-1
SHANGHAI ROAD,2018Q2,5.86,5.62,5.39,10,RV EDGE,-1,-1
SHANGHAI ROAD,2018Q4,5.48,5.24,4.53,10,RV EDGE,-1,-1
SHANGHAI ROAD,2019Q4,5.72,5.48,5.24,10,RV EDGE,-1,-1
SHANGHAI ROAD,2020Q2,5.53,5.48,5.28,10,RV EDGE,-1,-1
SHANGHAI ROAD,2019Q1,5.71,5.46,4.7,10,RV EDGE,-1,-1
SHANGHAI ROAD,2020Q1,5.63,5.46,5.38,10,RV EDGE,-1,-1
SHANGHAI ROAD,2020Q3,5.57,5.39,5.07,10,RV EDGE,-1,-1
SHANGHAI ROAD,2019Q2,5.84,5.51,4.87,10,RV EDGE,-1,-1
SHANGHAI ROAD,2020Q4,5.74,5.55,5.06,10,RV EDGE,-1,-1
DUNDEE ROAD,2020Q3,5.11,4.76,4.32,03,QUEENS PEAK,-1,-1
DUNDEE ROAD,2020Q4,5.09,4.35,4.13,03,QUEENS PEAK,-1,-1
OXLEY RISE,2018Q2,5.81,5.43,4.89,09,VISIONCREST,-1,-1
OXLEY RISE,2018Q4,5.81,5.06,4.6,09,VISIONCREST,-1,-1
OXLEY RISE,2018Q1,5.59,4.95,4.37,09,VISIONCREST,-1,-1
OXLEY RISE,2018Q3,5.79,5.28,4.73,09,VISIONCREST,-1,-1
OXLEY RISE,2019Q4,5.01,4.75,4.33,09,VISIONCREST,-1,-1
OXLEY RISE,2020Q2,5.15,4.84,4.44,09,VISIONCREST,-1,-1
OXLEY RISE,2020Q3,4.99,4.65,4.33,09,VISIONCREST,-1,-1
OXLEY RISE,2019Q1,5.42,4.79,4.57,09,VISIONCREST,-1,-1
OXLEY RISE,2019Q3,5.23,4.76,4.4,09,VISIONCREST,-1,-1
OXLEY RISE,2020Q1,5.25,4.76,4.37,09,VISIONCREST,-1,-1
OXLEY RISE,2019Q2,5.62,5.17,4.69,09,VISIONCREST,-1,-1
OXLEY RISE,2020Q4,4.75,4.42,4.2,09,VISIONCREST,-1,-1
TREVOSE CRESCENT,2018Q4,4.07,3.56,3.39,11,THE GLYNDEBOURNE,-1,-1
TREVOSE CRESCENT,2018Q3,4.08,3.87,3.59,11,THE GLYNDEBOURNE,-1,-1
TREVOSE CRESCENT,2018Q2,3.8,3.6,3.48,11,THE GLYNDEBOURNE,-1,-1
TREVOSE CRESCENT,2019Q4,3.55,3.49,3.23,11,THE GLYNDEBOURNE,-1,-1
