district,propertyType,contractDate,tenure,per_meter_square,typeOfArea
1,Apartment,10-2020,99-years,17968.75,Strata
1,Apartment,09-2020,99-years,19354.84,Strata
1,Apartment,10-2020,99-years,17636.36,Strata
1,Apartment,10-2020,99-years,20250.0,Strata
1,Apartment,10-2020,99-years,16068.38,Strata
1,Apartment,09-2020,99-years,21929.82,Strata
1,Apartment,09-2020,99-years,19375.0,Strata
1,Apartment,12-2020,99-years,18363.64,Strata
1,Apartment,12-2020,99-years,25057.47,Strata
1,Apartment,12-2020,99-years,25964.23,Strata
1,Apartment,12-2020,99-years,17951.81,Strata
1,Apartment,07-2020,99-years,17786.89,Strata
1,Apartment,09-2019,99-years,20350.0,Strata
1,Apartment,02-2018,99-years,17418.03,Strata
1,Apartment,03-2020,99-years,19298.25,Strata
1,Apartment,05-2018,99-years,23333.33,Strata
1,Apartment,11-2020,99-years,20000.0,Strata
1,Apartment,11-2020,99-years,20685.75,Strata
1,Apartment,02-2016,99-years,15873.02,Strata
1,Apartment,11-2016,99-years,21818.18,Strata
1,Apartment,07-2016,99-years,27812.5,Strata
1,Apartment,06-2017,99-years,22875.0,Strata
1,Apartment,05-2017,99-years,20140.35,Strata
1,Apartment,02-2016,99-years,20121.95,Strata
1,Apartment,04-2017,99-years,19650.79,Strata
1,Apartment,02-2017,99-years,20000.0,Strata
1,Apartment,09-2016,99-years,17891.57,Strata
1,Apartment,07-2017,99-years,23245.61,Strata
1,Apartment,04-2017,99-years,17000.0,Strata
1,Apartment,01-2017,99-years,21500.0,Strata
1,Apartment,02-2017,99-years,16993.46,Strata
1,Apartment,03-2017,99-years,20161.29,Strata
1,Apartment,06-2018,99-years,20161.29,Strata
1,Apartment,11-2017,99-years,19596.77,Strata
1,Apartment,05-2016,99-years,19473.68,Strata
1,Apartment,12-2017,99-years,21420.0,Strata
1,Apartment,09-2017,99-years,16229.51,Strata
1,Apartment,02-2017,99-years,20317.46,Strata
1,Apartment,03-2018,99-years,20481.93,Strata
1,Apartment,03-2017,99-years,17377.05,Strata
1,Apartment,05-2016,99-years,25609.76,Strata
1,Apartment,06-2018,99-years,19262.3,Strata
1,Apartment,03-2017,99-years,21511.63,Strata
1,Apartment,12-2017,99-years,27011.49,Strata
1,Apartment,06-2018,99-years,19838.71,Strata
1,Apartment,08-2016,99-years,16129.03,Strata
1,Apartment,08-2017,99-years,21170.54,Strata
1,Apartment,07-2016,99-years,20915.03,Strata
1,Apartment,05-2017,99-years,20081.97,Strata
1,Apartment,10-2017,99-years,18748.6,Strata
1,Apartment,01-2017,99-years,22791.67,Strata
1,Apartment,12-2017,99-years,21052.63,Strata
1,Apartment,08-2017,99-years,23931.62,Strata
1,Apartment,08-2017,99-years,25000.0,Strata
1,Apartment,03-2016,99-years,26341.46,Strata
1,Apartment,01-2017,99-years,20327.87,Strata
1,Apartment,12-2016,99-years,19636.36,Strata
1,Apartment,07-2018,99-years,18300.65,Strata
1,Apartment,10-2017,99-years,20487.8,Strata
1,Apartment,02-2016,99-years,18125.0,Strata
1,Apartment,02-2017,99-years,18947.37,Strata
1,Apartment,08-2017,99-years,24504.46,Strata
1,Apartment,08-2017,99-years,23750.0,Strata
1,Apartment,02-2016,99-years,24390.24,Strata
1,Apartment,10-2018,99-years,21096.77,Strata
1,Apartment,04-2017,99-years,21616.15,Strata
1,Apartment,11-2018,99-years,22010.05,Strata
1,Apartment,03-2016,99-years,23509.93,Strata
1,Apartment,06-2016,99-years,19512.2,Strata
1,Apartment,05-2017,99-years,17704.92,Strata
1,Apartment,09-2016,99-years,18512.2,Strata
1,Apartment,06-2016,99-years,17827.87,Strata
1,Apartment,01-2018,99-years,25520.83,Strata
1,Apartment,10-2017,99-years,17219.67,Strata
1,Apartment,06-2016,99-years,17875.0,Strata
1,Apartment,08-2016,99-years,27439.02,Strata
1,Apartment,05-2018,99-years,19879.52,Strata
1,Apartment,10-2016,99-years,18818.18,Strata
1,Apartment,12-2016,99-years,22926.83,Strata
1,Apartment,07-2017,99-years,19354.84,Strata
1,Apartment,04-2017,99-years,18539.68,Strata
1,Apartment,11-2016,99-years,18912.28,Strata
1,Apartment,07-2017,99-years,19473.68,Strata
1,Apartment,09-2017,99-years,21110.0,Strata
1,Apartment,05-2018,99-years,21090.91,Strata
1,Apartment,07-2018,99-years,20875.0,Strata
1,Apartment,07-2017,99-years,23906.25,Strata
1,Apartment,02-2018,99-years,21989.53,Strata
1,Apartment,05-2018,99-years,20983.61,Strata
1,Apartment,04-2018,99-years,21511.1,Strata
1,Apartment,11-2018,99-years,17948.72,Strata
1,Apartment,09-2016,99-years,20000.0,Strata
1,Apartment,09-2018,99-years,24210.53,Strata
1,Apartment,06-2017,99-years,17435.9,Strata
1,Apartment,12-2017,99-years,21543.86,Strata
1,Apartment,02-2016,99-years,20915.03,Strata
1,Apartment,04-2017,99-years,19298.25,Strata
1,Apartment,07-2017,99-years,18012.05,Strata
1,Apartment,06-2019,99-years,17459.02,Strata
1,Apartment,01-2020,99-years,19087.72,Strata
1,Apartment,07-2018,99-years,20634.94,Strata
1,Apartment,03-2018,99-years,20000.0,Strata
1,Apartment,04-2018,99-years,22475.0,Strata
1,Apartment,02-2017,99-years,20000.0,Strata
1,Apartment,04-2020,99-years,19172.93,Strata
1,Apartment,04-2017,99-years,24687.5,Strata
1,Apartment,04-2018,99-years,19518.07,Strata
1,Apartment,03-2019,99-years,21636.36,Strata
1,Apartment,05-2019,99-years,20731.71,Strata
1,Apartment,04-2019,99-years,21463.41,Strata
1,Apartment,05-2018,99-years,27183.2,Strata
1,Apartment,01-2018,99-years,25468.75,Strata
1,Apartment,01-2020,99-years,24223.6,Strata
1,Apartment,07-2017,99-years,22456.14,Strata
1,Apartment,12-2019,99-years,22500.0,Strata
1,Apartment,05-2018,99-years,19047.62,Strata
1,Apartment,01-2020,99-years,20634.92,Strata
1,Apartment,10-2017,99-years,19047.62,Strata
1,Apartment,08-2019,99-years,22807.02,Strata
1,Apartment,01-2017,99-years,20375.0,Strata
1,Apartment,04-2020,99-years,20380.43,Strata
1,Apartment,12-2019,99-years,18553.46,Strata
1,Apartment,12-2019,99-years,21562.5,Strata
1,Apartment,10-2019,99-years,23620.69,Strata
1,Apartment,12-2017,99-years,21818.18,Strata
1,Apartment,02-2019,99-years,20344.83,Strata
1,Apartment,03-2020,99-years,17239.61,Strata
1,Apartment,03-2020,99-years,20181.82,Strata
1,Apartment,07-2019,99-years,22162.16,Strata
1,Apartment,01-2018,99-years,22000.0,Strata
1,Apartment,03-2020,99-years,20312.5,Strata
1,Apartment,12-2019,99-years,19277.11,Strata
1,Apartment,12-2019,99-years,21687.5,Strata
1,Apartment,06-2017,99-years,19500.0,Strata
1,Apartment,07-2018,99-years,23859.65,Strata
1,Apartment,08-2017,99-years,19523.81,Strata
1,Apartment,09-2019,99-years,17469.88,Strata
1,Apartment,03-2020,99-years,17358.82,Strata
1,Apartment,09-2017,99-years,18483.66,Strata
1,Apartment,03-2018,99-years,19841.27,Strata
1,Apartment,06-2020,99-years,20963.86,Strata
1,Apartment,12-2019,99-years,20250.0,Strata
1,Apartment,03-2017,99-years,24218.75,Strata
1,Apartment,07-2018,99-years,19354.84,Strata
1,Apartment,09-2019,99-years,24270.83,Strata
1,Apartment,06-2016,99-years,17469.88,Strata
1,Apartment,06-2019,99-years,19344.26,Strata
1,Apartment,07-2019,99-years,18298.97,Strata
1,Apartment,02-2020,99-years,19354.84,Strata
1,Apartment,10-2019,99-years,25000.0,Strata
1,Apartment,06-2020,99-years,19672.13,Strata
1,Apartment,12-2019,99-years,19781.82,Strata
1,Apartment,03-2016,99-years,17500.0,Strata
1,Apartment,05-2020,99-years,20114.94,Strata
1,Apartment,07-2020,99-years,18855.42,Strata
1,Apartment,08-2020,99-years,22988.51,Strata
1,Apartment,05-2017,99-years,19677.42,Strata
1,Apartment,04-2018,99-years,22727.27,Strata
1,Apartment,02-2019,99-years,25396.83,Strata
1,Apartment,05-2020,99-years,19085.37,Strata
1,Apartment,10-2017,99-years,22988.51,Strata
1,Apartment,08-2020,99-years,15873.02,Strata
1,Apartment,11-2018,99-years,19313.73,Strata
1,Apartment,08-2020,99-years,25057.47,Strata
1,Apartment,08-2020,99-years,23505.75,Strata
1,Apartment,08-2020,99-years,19339.62,Strata
1,Apartment,08-2018,99-years,20585.37,Strata
1,Apartment,08-2019,99-years,22807.02,Strata
1,Apartment,05-2018,99-years,19121.62,Strata
1,Apartment,02-2020,99-years,17857.14,Strata
1,Apartment,06-2018,99-years,21454.55,Strata
1,Apartment,04-2018,99-years,19047.62,Strata
1,Apartment,04-2020,99-years,17419.35,Strata
1,Apartment,06-2018,99-years,17377.05,Strata
1,Apartment,08-2020,99-years,19649.12,Strata
1,Apartment,01-2021,99-years,29024.39,Strata
1,Apartment,11-2020,99-years,17758.06,Strata
1,Apartment,12-2020,99-years,22988.51,Strata
1,Apartment,12-2020,99-years,21701.38,Strata
2,Apartment,06-2017,99-years,11458.33,Strata
2,Apartment,05-2016,99-years,10402.68,Strata
2,Apartment,11-2018,99-years,11409.4,Strata
2,Apartment,04-2017,99-years,10625.0,Strata
2,Apartment,07-2018,99-years,11785.71,Strata
2,Apartment,07-2018,99-years,11854.17,Strata
2,Apartment,05-2018,99-years,11250.0,Strata
2,Apartment,10-2018,99-years,12291.67,Strata
2,Apartment,03-2018,99-years,11666.67,Strata
2,Apartment,08-2017,99-years,11437.5,Strata
2,Apartment,09-2018,99-years,11937.5,Strata
2,Apartment,11-2019,99-years,13125.0,Strata
2,Apartment,03-2018,99-years,11744.97,Strata
2,Apartment,09-2018,99-years,11406.25,Strata
2,Apartment,04-2016,99-years,11041.67,Strata
2,Apartment,12-2016,99-years,9731.54,Strata
2,Apartment,11-2018,99-years,11577.18,Strata
2,Apartment,12-2018,99-years,11510.79,Strata
2,Apartment,02-2018,99-years,10791.37,Strata
2,Apartment,03-2018,99-years,11145.83,Strata
2,Apartment,04-2018,99-years,11060.4,Strata
2,Apartment,01-2021,99-years,12244.6,Strata
4,Detached,06-2017,99-years,19927.75,Land
4,Detached,07-2017,99-years,17331.49,Land
4,Detached,12-2020,99-years,21875.0,Land
6,Apartment,03-2018,99-years,15600.0,Strata
6,Apartment,01-2018,99-years,16216.22,Strata
6,Apartment,12-2020,99-years,34507.04,Strata
6,Apartment,09-2019,99-years,34091.47,Strata
4,Condominium,10-2020,99-years,12210.53,Strata
4,Condominium,07-2020,99-years,13186.81,Strata
4,Condominium,10-2020,99-years,16055.05,Strata
4,Condominium,04-2016,99-years,13815.79,Strata
4,Condominium,02-2017,99-years,13457.79,Strata
4,Condominium,06-2017,99-years,11923.08,Strata
4,Condominium,10-2017,99-years,11464.65,Strata
4,Condominium,09-2016,99-years,13533.33,Strata
4,Condominium,05-2019,99-years,14710.74,Strata
4,Condominium,02-2017,99-years,13779.03,Strata
4,Condominium,01-2019,99-years,14193.55,Strata
4,Condominium,02-2018,99-years,14233.33,Strata
4,Condominium,02-2018,99-years,11951.05,Strata
4,Condominium,08-2017,99-years,14485.98,Strata
4,Condominium,01-2018,99-years,11672.47,Strata
4,Condominium,06-2017,99-years,17000.0,Strata
4,Condominium,07-2020,99-years,13714.29,Strata
4,Condominium,11-2017,99-years,14093.96,Strata
4,Condominium,05-2017,99-years,12711.86,Strata
4,Condominium,04-2018,99-years,14379.08,Strata
4,Condominium,02-2018,99-years,11904.76,Strata
4,Condominium,06-2019,99-years,14480.52,Strata
4,Condominium,06-2019,99-years,11980.83,Strata
4,Condominium,08-2020,99-years,13636.36,Strata
4,Condominium,03-2017,99-years,14285.71,Strata
4,Condominium,02-2020,99-years,15566.04,Strata
4,Condominium,02-2019,99-years,10989.01,Strata
4,Condominium,12-2019,99-years,15376.62,Strata
4,Condominium,03-2020,99-years,14708.99,Strata
4,Condominium,07-2020,99-years,16037.74,Strata
4,Condominium,01-2021,99-years,15566.04,Strata
4,Detached,12-2020,99-years,12381.98,Land
4,Detached,01-2020,99-years,21998.17,Land
4,Detached,09-2020,99-years,12818.69,Land
4,Detached,03-2017,99-years,12697.68,Land
4,Detached,10-2018,99-years,16666.67,Land
4,Detached,11-2018,99-years,17619.05,Land
4,Detached,07-2016,99-years,20139.14,Land
4,Detached,12-2020,99-years,16849.2,Land
4,Detached,09-2016,99-years,31460.67,Land
4,Detached,05-2019,99-years,15790.05,Land
4,Detached,04-2017,99-years,18229.55,Land
4,Detached,01-2018,99-years,16602.56,Land
4,Detached,09-2017,99-years,16576.82,Land
4,Detached,01-2018,99-years,21940.82,Land
4,Terrace,04-2016,99-years,20104.54,Land
4,Terrace,06-2019,99-years,18500.49,Land
4,Detached,09-2016,99-years,31460.67,Land
4,Detached,05-2019,99-years,15790.05,Land
4,Detached,04-2017,99-years,18229.55,Land
4,Detached,01-2018,99-years,16602.56,Land
4,Detached,09-2017,99-years,16576.82,Land
4,Detached,01-2018,99-years,21940.82,Land
4,Terrace,04-2016,99-years,20104.54,Land
4,Terrace,06-2019,99-years,18500.49,Land
7,Apartment,04-2020,99-years,24563.77,Strata
7,Apartment,02-2020,99-years,24290.91,Strata
7,Apartment,09-2020,99-years,30545.45,Strata
7,Apartment,08-2020,99-years,29441.82,Strata
7,Apartment,02-2020,99-years,27444.74,Strata
7,Apartment,02-2020,99-years,25502.17,Strata
7,Apartment,08-2020,99-years,26865.67,Strata
7,Apartment,08-2020,99-years,26865.67,Strata
7,Apartment,08-2020,99-years,31353.06,Strata
7,Apartment,02-2020,99-years,25170.0,Strata
7,Apartment,02-2020,99-years,30363.41,Strata
7,Apartment,02-2020,99-years,25149.06,Strata
7,Apartment,10-2020,99-years,29090.91,Strata
7,Apartment,10-2020,99-years,26865.67,Strata
7,Apartment,09-2020,99-years,29090.91,Strata
7,Apartment,10-2020,99-years,29090.91,Strata
7,Apartment,09-2020,99-years,29761.9,Strata
7,Apartment,09-2020,99-years,26865.67,Strata
7,Apartment,09-2020,99-years,27559.32,Strata
7,Apartment,10-2020,99-years,26865.67,Strata
7,Apartment,01-2021,99-years,27209.68,Strata
7,Apartment,01-2021,99-years,27142.86,Strata
7,Apartment,01-2021,99-years,27142.86,Strata
7,Apartment,01-2021,99-years,27142.86,Strata
7,Apartment,12-2020,99-years,29090.91,Strata
7,Apartment,12-2020,99-years,27455.88,Strata
7,Apartment,02-2020,99-years,25595.16,Strata
7,Apartment,04-2020,99-years,27657.14,Strata
7,Apartment,02-2020,99-years,24713.1,Strata
7,Apartment,02-2020,99-years,25231.11,Strata
7,Apartment,02-2020,99-years,26775.71,Strata
7,Apartment,02-2020,99-years,25124.49,Strata
7,Apartment,02-2020,99-years,26824.49,Strata
7,Apartment,02-2020,99-years,27978.57,Strata
7,Apartment,02-2020,99-years,26712.5,Strata
7,Apartment,02-2020,99-years,26905.26,Strata
7,Apartment,02-2020,99-years,26910.14,Strata
7,Apartment,02-2020,99-years,26738.18,Strata
7,Apartment,02-2020,99-years,27976.09,Strata
7,Apartment,02-2020,99-years,24446.27,Strata
7,Apartment,11-2020,99-years,28571.43,Strata
7,Apartment,11-2020,99-years,31255.81,Strata
7,Apartment,10-2020,99-years,26595.74,Strata
7,Apartment,10-2020,99-years,29761.9,Strata
7,Apartment,10-2020,99-years,29761.9,Strata
7,Apartment,10-2020,99-years,29761.9,Strata
7,Apartment,02-2020,99-years,26250.85,Strata
7,Apartment,02-2020,99-years,25605.08,Strata
7,Apartment,02-2020,99-years,26413.56,Strata
7,Apartment,02-2020,99-years,26905.26,Strata
7,Apartment,02-2020,99-years,26004.65,Strata
7,Apartment,02-2020,99-years,25579.07,Strata
7,Apartment,02-2020,99-years,26380.7,Strata
7,Apartment,02-2020,99-years,26219.3,Strata
7,Apartment,02-2020,99-years,26452.86,Strata
7,Apartment,02-2020,99-years,26937.14,Strata
7,Apartment,02-2020,99-years,25979.1,Strata
7,Apartment,02-2020,99-years,26422.39,Strata
7,Apartment,02-2020,99-years,26469.09,Strata
7,Apartment,02-2020,99-years,26368.42,Strata
7,Apartment,02-2020,99-years,26263.77,Strata
7,Apartment,02-2020,99-years,28167.35,Strata
7,Apartment,03-2020,99-years,25730.91,Strata
7,Apartment,02-2020,99-years,23440.0,Strata
7,Apartment,02-2020,99-years,23758.18,Strata
7,Apartment,02-2020,99-years,23330.51,Strata
7,Apartment,02-2020,99-years,26716.33,Strata
7,Apartment,02-2020,99-years,25018.37,Strata
7,Apartment,03-2020,99-years,28547.62,Strata
7,Apartment,02-2020,99-years,25605.08,Strata
7,Apartment,03-2020,99-years,26479.71,Strata
7,Apartment,02-2020,99-years,26683.64,Strata
7,Apartment,03-2020,99-years,26410.71,Strata
7,Apartment,02-2020,99-years,30679.07,Strata
7,Apartment,02-2020,99-years,28197.37,Strata
7,Apartment,02-2020,99-years,24957.5,Strata
7,Apartment,02-2020,99-years,27986.05,Strata
7,Apartment,02-2020,99-years,26448.98,Strata
7,Apartment,02-2020,99-years,26018.37,Strata
7,Apartment,02-2020,99-years,26877.55,Strata
7,Apartment,02-2020,99-years,26909.3,Strata
7,Apartment,02-2020,99-years,26877.55,Strata
7,Apartment,02-2020,99-years,23457.89,Strata
7,Apartment,02-2020,99-years,30587.5,Strata
7,Apartment,02-2020,99-years,27093.88,Strata
7,Apartment,02-2020,99-years,23440.0,Strata
7,Apartment,02-2020,99-years,25769.09,Strata
7,Apartment,02-2020,99-years,30247.5,Strata
7,Apartment,02-2020,99-years,23718.18,Strata
7,Apartment,02-2020,99-years,26150.0,Strata
7,Apartment,02-2020,99-years,23634.69,Strata
7,Apartment,02-2020,99-years,28940.82,Strata
7,Apartment,02-2020,99-years,24514.49,Strata
7,Apartment,03-2020,99-years,26088.1,Strata
7,Apartment,02-2020,99-years,24132.73,Strata
7,Apartment,02-2020,99-years,24675.36,Strata
7,Apartment,02-2020,99-years,25279.07,Strata
7,Apartment,02-2020,99-years,30395.35,Strata
7,Apartment,02-2020,99-years,25603.57,Strata
7,Apartment,02-2020,99-years,23740.82,Strata
7,Apartment,02-2020,99-years,27308.16,Strata
7,Apartment,02-2020,99-years,23652.73,Strata
7,Apartment,02-2020,99-years,25735.09,Strata
7,Apartment,02-2020,99-years,26057.89,Strata
7,Apartment,02-2020,99-years,26693.02,Strata
7,Apartment,02-2020,99-years,23777.19,Strata
7,Apartment,02-2020,99-years,23526.53,Strata
7,Apartment,02-2020,99-years,25802.04,Strata
7,Apartment,02-2020,99-years,27886.05,Strata
7,Apartment,02-2020,99-years,25548.98,Strata
7,Apartment,02-2020,99-years,26683.64,Strata
7,Apartment,02-2020,99-years,26695.65,Strata
7,Apartment,08-2020,99-years,26640.32,Strata
7,Apartment,02-2020,99-years,26218.6,Strata
7,Apartment,02-2020,99-years,27360.0,Strata
7,Apartment,02-2020,99-years,25494.03,Strata
7,Apartment,02-2020,99-years,25516.36,Strata
7,Apartment,02-2020,99-years,25769.09,Strata
7,Apartment,02-2020,99-years,26576.36,Strata
7,Apartment,02-2020,99-years,25607.27,Strata
7,Apartment,02-2020,99-years,27440.48,Strata
7,Apartment,02-2020,99-years,26695.65,Strata
7,Apartment,02-2020,99-years,24607.14,Strata
7,Apartment,02-2020,99-years,23545.45,Strata
7,Apartment,02-2020,99-years,26414.55,Strata
7,Apartment,02-2020,99-years,24820.24,Strata
7,Apartment,02-2020,99-years,24500.0,Strata
7,Apartment,02-2020,99-years,23420.41,Strata
7,Apartment,02-2020,99-years,26250.85,Strata
7,Apartment,02-2020,99-years,26479.71,Strata
7,Apartment,02-2020,99-years,22895.16,Strata
7,Apartment,02-2020,99-years,23758.18,Strata
7,Apartment,02-2020,99-years,25930.91,Strata
7,Apartment,02-2020,99-years,25557.14,Strata
7,Apartment,02-2020,99-years,25988.1,Strata
7,Apartment,02-2020,99-years,26364.29,Strata
7,Apartment,02-2020,99-years,26688.1,Strata
7,Apartment,02-2020,99-years,25611.9,Strata
7,Apartment,02-2020,99-years,23001.61,Strata
7,Apartment,02-2020,99-years,25433.87,Strata
7,Apartment,02-2020,99-years,26368.42,Strata
7,Apartment,02-2020,99-years,25831.58,Strata
7,Apartment,02-2020,99-years,25926.19,Strata
7,Apartment,02-2020,99-years,24132.73,Strata
7,Apartment,02-2020,99-years,26038.18,Strata
7,Apartment,02-2020,99-years,26900.0,Strata
7,Apartment,02-2020,99-years,28197.37,Strata
7,Apartment,02-2020,99-years,26905.26,Strata
7,Apartment,02-2020,99-years,25442.86,Strata
7,Apartment,02-2020,99-years,26448.98,Strata
7,Apartment,02-2020,99-years,25657.14,Strata
7,Apartment,02-2020,99-years,26795.24,Strata
7,Apartment,02-2020,99-years,27978.57,Strata
7,Apartment,02-2020,99-years,27126.09,Strata
7,Apartment,02-2020,99-years,31089.86,Strata
7,Apartment,02-2020,99-years,24994.2,Strata
7,Apartment,02-2020,99-years,23740.82,Strata
7,Apartment,02-2020,99-years,24850.0,Strata
7,Apartment,02-2020,99-years,27142.5,Strata
